,username,text,query,hashtags,is_road_closed
3433,Caltrans District 7,traffic advisory: right lane of eb route 134 from figueroa st to san rafael ave in #losangeles closed due to guardrail repair. duration until 2 pm. #beworkzonealert @chpsouthern @countyofla,CaltransDist7,"['LosAngeles', 'BeWorkZoneAlert']",1
3434,Caltrans District 7,traffic advisory: right lane of sb route 14 from escondido canyon rd to agua dulce canyon rd in #acton closed due to slide removal. duration until 2 pm. expect delays. #beworkzonealertpic.twitter.com/rnmombjldf,CaltransDist7,"['Acton', 'BeWorkZoneAlertpic']",1
3435,Desmond Shaw,horrible on the hollywood freeway out of the valley #170fwy south heavy on the brakes from burbank blvd to lankershim and then the #101fwy loads up again from western to the 110 #knxtraffic #latraffic @knx1070 @caltransdist7 https: app.radio.com/social-download-knx-1070-newsradio …pic.twitter.com/qrc98ljnsr,CaltransDist7,"['170fwy', '101fwy', 'KNXTraffic', 'LATraffic']",0
3436,Nate Baird,so awesome!,CaltransDist7,[],0
3437,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for mon., oct. 21. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert. @cityofsandimaspic.twitter.com/zfgfkzymnl",CaltransDist7,['BeWorkZoneAlert'],0
3438,Brian Douglas,#sigalert!!! #cerritos sb #605fwy trans to the eb 91 the rt lane is blocked with a crash. now slowing your sb 605 drive from the 105. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/9uiuepm5e2,CaltransDist7,"['SIGALERT', 'Cerritos', '605fwy', 'knxtraffic']",0
3439,Desmond Shaw,dreadful trying to squeeze thru the 5 on both sides of the #605fwy southbound a slog from beverly to the 5 and northbound no good from rosecrans to whittier blvd #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/vlm0x4spuv,CaltransDist7,"['605fwy', 'KNXTraffic', 'LATraffic']",0
3440,Desmond Shaw,moving faster...for about 12 bucks,CaltransDist7,[],0
3441,derekpowell,howre the expresslanes?,CaltransDist7,[],0
3442,Desmond Shaw,not a happy monday for the #110fwy north towards downtown la mostly at a crawl from the 105 to the 10. southbound has some slowing from expositon to manchester #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/bbqkgovo6a,CaltransDist7,"['110fwy', 'KNXTraffic', 'LATraffic']",0
3443,Nikki,"im at i-5 / i-605 interchange - @caltransdist7 in santa fe springs, ca https: www.swarmapp.com/c/bflx0whehdy ",CaltransDist7,[],0
3444,ɳ๑ฝ ٱ Տﻉﻉ,"thanks for posting this photo

whenever i feel sad and miss living in ca, seeing this reminds me why i left.",CaltransDist7,[],0
3445,Kenny Uong,hooray!!,CaltransDist7,[],0
3446,Los Angeles County Bicycle Coalition,kudos to severin!,CaltransDist7,[],0
3447,Los Angeles Traffic,full freeway closure thru #eastla south 710 closed from the 5 to atlantic blvd due to @caltransdist7 pavement rehabilitation works. detours posted! #latraffic,CaltransDist7,"['EastLA', 'latraffic']",1
3448,Caltrans District 7,traffic advisory: right lane of eb i-210 from i-605 to irwindale ave in #irwindale closed due to guardrail repair. duration until 2:30 pm. #beworkzonealert @chpsouthern @countyofla,CaltransDist7,"['Irwindale', 'BeWorkZoneAlert']",1
3449,Caltrans District 7,traffic advisory: right lane of sb i-5 from griffith park dr to glendale blvd in @lacity closed due to landscape work. duration until 2:30 pm. #beworkzonealertpic.twitter.com/dpjdfdy4dj,CaltransDist7,['BeWorkZoneAlertpic'],1
3450,Caltrans District 7,traffic advisory: right lane of eb route 134 from figueroa st to san rafael ave in #losangeles closed due to guardrail repair. duration until 2 pm. #beworkzonealert @chpsouthern @countyofla,CaltransDist7,"['LosAngeles', 'BeWorkZoneAlert']",1
3451,Caltrans District 7,traffic advisory: right lane of sb route 14 from escondido canyon rd to agua dulce canyon rd in #acton closed due to slide removal. duration until 2 pm. expect delays. #beworkzonealertpic.twitter.com/rnmombjldf,CaltransDist7,"['Acton', 'BeWorkZoneAlertpic']",1
3452,Desmond Shaw,horrible on the hollywood freeway out of the valley #170fwy south heavy on the brakes from burbank blvd to lankershim and then the #101fwy loads up again from western to the 110 #knxtraffic #latraffic @knx1070 @caltransdist7 https: app.radio.com/social-download-knx-1070-newsradio …pic.twitter.com/qrc98ljnsr,CaltransDist7,"['170fwy', '101fwy', 'KNXTraffic', 'LATraffic']",0
3453,Nate Baird,so awesome!,CaltransDist7,[],0
3454,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for mon., oct. 21. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert. @cityofsandimaspic.twitter.com/zfgfkzymnl",CaltransDist7,['BeWorkZoneAlert'],0
3455,Brian Douglas,#sigalert!!! #cerritos sb #605fwy trans to the eb 91 the rt lane is blocked with a crash. now slowing your sb 605 drive from the 105. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/9uiuepm5e2,CaltransDist7,"['SIGALERT', 'Cerritos', '605fwy', 'knxtraffic']",0
3456,Desmond Shaw,dreadful trying to squeeze thru the 5 on both sides of the #605fwy southbound a slog from beverly to the 5 and northbound no good from rosecrans to whittier blvd #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/vlm0x4spuv,CaltransDist7,"['605fwy', 'KNXTraffic', 'LATraffic']",0
3457,Desmond Shaw,moving faster...for about 12 bucks,CaltransDist7,[],0
3458,derekpowell,howre the expresslanes?,CaltransDist7,[],0
3459,Desmond Shaw,not a happy monday for the #110fwy north towards downtown la mostly at a crawl from the 105 to the 10. southbound has some slowing from expositon to manchester #knxtraffic #latraffic @knx1070 @caltransdist7 https: knx1070.radio.com/traffic pic.twitter.com/bbqkgovo6a,CaltransDist7,"['110fwy', 'KNXTraffic', 'LATraffic']",0
3460,Nikki,"im at i-5 / i-605 interchange - @caltransdist7 in santa fe springs, ca https: www.swarmapp.com/c/bflx0whehdy ",CaltransDist7,[],0
3461,ɳ๑ฝ ٱ Տﻉﻉ,"thanks for posting this photo

whenever i feel sad and miss living in ca, seeing this reminds me why i left.",CaltransDist7,[],0
3462,Kenny Uong,hooray!!,CaltransDist7,[],0
3463,Los Angeles County Bicycle Coalition,kudos to severin!,CaltransDist7,[],0
3464,Los Angeles Traffic,full freeway closure thru #eastla south 710 closed from the 5 to atlantic blvd due to @caltransdist7 pavement rehabilitation works. detours posted! #latraffic,CaltransDist7,"['EastLA', 'latraffic']",1
3466,Brian Douglas,#dtla sb #110fwy at olympic blvd crash blocks the left ln and backs your drive up to stadium way. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/ualhnkdivd,CaltransDist7,"['DTLA', '110fwy', 'knxtraffic']",0
3467,Oscar T. G.,nevermind i read the story.,CaltransDist7,[],0
3468,Oscar T. G.,what time will the freeway be closed?,CaltransDist7,[],0
3469,Brian Douglas,#sigalert!!! sb #605fwy just past peck rd crash has the 2 left lns blocked with a jam up starting at the 10.  @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/qfnmqzvdlp,CaltransDist7,"['SIGALERT', '605fwy', 'knxtraffic']",1
3470,Wilddizzy,what happened?,CaltransDist7,[],0
3471,Caltrans District 7,"nb i-5 all lanes scheduled to be closed norwalk bl to i-605 night of tue 11/5 & again night of wed 11/6. may repeat night of thursday 11/7. to construct falsework (temporary frame support) for 2nd half of new bridge over nb lanes. for more go to 
http: tinyurl.com/y57nyafo pic.twitter.com/dwwaefvxlh",CaltransDist7,[],1
3472,Michael F. Ballard,#didyouknow you can walk along the arroyo seco parkway through #elysianpark? @lacity @metrolibrary @caltransdist7 https: www.socalregion.com/highways/la_highways/arroyo_seco_walkways/ …,CaltransDist7,"['DidYouKnow', 'elysianpark']",0
3473,Bart Montgomery,i’m curious why @caltransdist7 would choose to sweep eastbound 10 ramp at 405/10 interchange at 9:10am closing it during the height of rush hour?  why not 3am when virtually no one is using the ramp or the freeway?  @caltranshq,CaltransDist7,[],0
3474,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for tues., nov. 5. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert @cityofsandimaspic.twitter.com/wx1zwuxrq6",CaltransDist7,['BeWorkZoneAlert'],0
3475,Brian Douglas,thick fog slowing your drive on the nb #110fwy thru #southla plus a reported bus fire sb before manchester has you slow there as well. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/mjdobkmozk,CaltransDist7,"['110fwy', 'SouthLA', 'knxtraffic']",0
3476,Brian Douglas,expect areas of patchy fog along the coast this morning. pictured the #405fwy making its way thru #culvercity. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/svtdytyhjb,CaltransDist7,"['405fwy', 'CulverCity', 'knxtraffic']",0
3477,Caltrans District 7,sb i-605 north of sr-60 all lanes open.,CaltransDist7,[],0
3478,Caltrans District 7,city of industry: sb i-605 north of state route 60 two right lanes blocked due to incident with one confirmed fatality. unknown duration. #fatality #trafficalertpic.twitter.com/dlfbke49iv,CaltransDist7,"['fatality', 'TrafficAlertpic']",0
3479,Sig Poliakoff,where is that concrete slab with all the names?,CaltransDist7,[],0
3480,Caltrans District 7,all lanes openhttps: twitter.com/caltransdist7/status/1191547849139339269 …,CaltransDist7,[],0
3481,Caltrans District 7,update: right lane of nb 110 at 105 closed due to fatal incident and police activity. duration estimated until 8 pm.https: twitter.com/caltransdist7/status/1191541686263959552 …,CaltransDist7,[],0
3482,Caltrans District 7,traffic advisory: right two lanes of nb 110 at eb 105 in #losangeles closed due to fatal incident. duration unknown. seek alternate routes. @chpsouthern,CaltransDist7,['LosAngeles'],0
3484,Brian Douglas,#dtla sb #110fwy at olympic blvd crash blocks the left ln and backs your drive up to stadium way. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/ualhnkdivd,CaltransDist7,"['DTLA', '110fwy', 'knxtraffic']",0
3485,Oscar T. G.,nevermind i read the story.,CaltransDist7,[],0
3486,Oscar T. G.,what time will the freeway be closed?,CaltransDist7,[],0
3487,Brian Douglas,#sigalert!!! sb #605fwy just past peck rd crash has the 2 left lns blocked with a jam up starting at the 10.  @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/qfnmqzvdlp,CaltransDist7,"['SIGALERT', '605fwy', 'knxtraffic']",1
3488,Wilddizzy,what happened?,CaltransDist7,[],0
3489,Caltrans District 7,"nb i-5 all lanes scheduled to be closed norwalk bl to i-605 night of tue 11/5 & again night of wed 11/6. may repeat night of thursday 11/7. to construct falsework (temporary frame support) for 2nd half of new bridge over nb lanes. for more go to 
http: tinyurl.com/y57nyafo pic.twitter.com/dwwaefvxlh",CaltransDist7,[],1
3490,Michael F. Ballard,#didyouknow you can walk along the arroyo seco parkway through #elysianpark? @lacity @metrolibrary @caltransdist7 https: www.socalregion.com/highways/la_highways/arroyo_seco_walkways/ …,CaltransDist7,"['DidYouKnow', 'elysianpark']",0
3491,Bart Montgomery,i’m curious why @caltransdist7 would choose to sweep eastbound 10 ramp at 405/10 interchange at 9:10am closing it during the height of rush hour?  why not 3am when virtually no one is using the ramp or the freeway?  @caltranshq,CaltransDist7,[],0
3492,Caltrans District 7,"i-10 hov @caltransdist7 construction update in @westcovinacity  for tues., nov. 5. allow extra time to reach your destination. work is weather dependent and subject to change. check http: quickmap.dot.ca.gov  for latest road conditions. drive safe. #beworkzonealert @cityofsandimaspic.twitter.com/wx1zwuxrq6",CaltransDist7,['BeWorkZoneAlert'],0
3493,Brian Douglas,thick fog slowing your drive on the nb #110fwy thru #southla plus a reported bus fire sb before manchester has you slow there as well. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/mjdobkmozk,CaltransDist7,"['110fwy', 'SouthLA', 'knxtraffic']",0
3494,Brian Douglas,expect areas of patchy fog along the coast this morning. pictured the #405fwy making its way thru #culvercity. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/svtdytyhjb,CaltransDist7,"['405fwy', 'CulverCity', 'knxtraffic']",0
3495,Caltrans District 7,sb i-605 north of sr-60 all lanes open.,CaltransDist7,[],0
3496,Caltrans District 7,city of industry: sb i-605 north of state route 60 two right lanes blocked due to incident with one confirmed fatality. unknown duration. #fatality #trafficalertpic.twitter.com/dlfbke49iv,CaltransDist7,"['fatality', 'TrafficAlertpic']",0
3497,Sig Poliakoff,where is that concrete slab with all the names?,CaltransDist7,[],0
3498,Caltrans District 7,all lanes openhttps: twitter.com/caltransdist7/status/1191547849139339269 …,CaltransDist7,[],0
3499,Caltrans District 7,update: right lane of nb 110 at 105 closed due to fatal incident and police activity. duration estimated until 8 pm.https: twitter.com/caltransdist7/status/1191541686263959552 …,CaltransDist7,[],0
3500,Caltrans District 7,traffic advisory: right two lanes of nb 110 at eb 105 in #losangeles closed due to fatal incident. duration unknown. seek alternate routes. @chpsouthern,CaltransDist7,['LosAngeles'],0
3501,Caltrans District 7,"footage from the vault: 

25 years ago today, caltrans opened the last segment of highway that was damaged by the 1994 northridge earthquake. it took 10 months to complete all earthquake-related repairs and reopen all highways back to motorists.https: youtu.be/uhxw3ctuc_o ",CaltransDist7,[],0
3502,Brian Douglas,#santafesprings sb #605fwy at telegraph crash to your rt adds to slowing from beverly. @knx1070 #knxtraffic @caltransdist7 pic.twitter.com/499qhtha2h,CaltransDist7,"['SantaFeSprings', '605fwy', 'knxtraffic']",0
3503,Brian Douglas,#southla nb #110fwy at gage injury crash has the rt ln blocked with slowing back to the 105. @knx1070 #knxtraffic @caltransdist7 @fondoknxtrafficpic.twitter.com/oohsalncdw,CaltransDist7,"['SouthLA', '110fwy', 'knxtraffic']",0
3504,Stinky Cheddar,do you not test before launching the site? this isnt a mobile web site. how embarrassing,CaltransDist7,[],0
